Country,Year,Type,Value,Sector,Department,Programme,Sub-Programme,Name,Notes,Changes
Vanuatu,2013,aggr,0,Ministry of Commerce Industry Tourism and Ni-Vanuatu Business,Tourism Development,Tourism Development,Malampa Provincial Tourism Office,Malampa Provincial Tourism Office,,
Vanuatu,2013,aggr,0,Ministry of Commerce Industry Tourism and Ni-Vanuatu Business,Tourism Development,Tourism Development,Sanma Provincial Tourism Office,Sanma Provincial Tourism Office,,
Vanuatu,2013,aggr,3135207,Ministry of Commerce Industry Tourism and Ni-Vanuatu Business,Tourism Development,Provincial Tourism Development,Torba Provincial Tourism Office,Torba Provincial Tourism Office,,
Vanuatu,2013,aggr,24472371,Ministry of Commerce Industry Tourism and Ni-Vanuatu Business,Tourism Development,Provincial Tourism Development,,Provincial Tourism Development,,
Vanuatu,2013,aggr,0,Ministry of Commerce Industry Tourism and Ni-Vanuatu Business,Ni-Vanuatu Business Development,,,Ni-Vanuatu Business Development,,
Vanuatu,2013,aggr,0,Ministry of Commerce Industry Tourism and Ni-Vanuatu Business,Ni-Vanuatu Business Development,Ni-Vanuatu Business Development,Cooperative Policy & Administration,Cooperative Policy & Administration,,
Vanuatu,2013,aggr,0,Ministry of Commerce Industry Tourism and Ni-Vanuatu Business,Ni-Vanuatu Business Development,Ni-Vanuatu Business Development,Education & Training Section,Education & Training Section,,
Vanuatu,2013,aggr,0,Ministry of Commerce Industry Tourism and Ni-Vanuatu Business,Ni-Vanuatu Business Development,Ni-Vanuatu Business Development,Shefa Provincial Coop Office,Shefa Provincial Coop Office,,
Vanuatu,2013,aggr,0,Ministry of Commerce Industry Tourism and Ni-Vanuatu Business,Ni-Vanuatu Business Development,Ni-Vanuatu Business Development,Malampa Provincial Coop Office,Malampa Provincial Coop Office,,
Vanuatu,2013,aggr,0,Ministry of Commerce Industry Tourism and Ni-Vanuatu Business,Ni-Vanuatu Business Development,Ni-Vanuatu Business Development,Tafea Provincial Coop Office,Tafea Provincial Coop Office,,
Vanuatu,2013,aggr,0,Ministry of Commerce Industry Tourism and Ni-Vanuatu Business,Ni-Vanuatu Business Development,Ni-Vanuatu Business Development,Torba Provincial Coop Office,Torba Provincial Coop Office,,
Vanuatu,2013,aggr,0,Ministry of Commerce Industry Tourism and Ni-Vanuatu Business,Ni-Vanuatu Business Development,Ni-Vanuatu Business Development,Penama Provincial Coop Office,Penama Provincial Coop Office,,
Vanuatu,2013,aggr,0,Ministry of Commerce Industry Tourism and Ni-Vanuatu Business,Ni-Vanuatu Business Development,Ni-Vanuatu Business Development,Sanma Provincial Coop Office,Sanma Provincial Coop Office,,
Vanuatu,2013,aggr,0,Ministry of Commerce Industry Tourism and Ni-Vanuatu Business,Ni-Vanuatu Business Development,Ni-Vanuatu Business Development,,Ni-Vanuatu Business Development,,
Vanuatu,2013,aggr,60107452,Ministry of Commerce Industry Tourism and Ni-Vanuatu Business,Ni-Vanuatu Business Development,,,Ni-Vanuatu Business Development,,
Vanuatu,2013,aggr,60107452,Ministry of Commerce Industry Tourism and Ni-Vanuatu Business,Ni-Vanuatu Business Development,Cooperatives Development,,Cooperatives Development,,
Vanuatu,2013,aggr,1609839563,Ministry of Health,,,,Ministry of Health,,
Vanuatu,2013,aggr,47585260,Ministry of Health,Cabinet Support,,,Cabinet Support,,
Vanuatu,2013,aggr,210087857,Ministry of Health,Executive Management and Corporate Services,,,Executive Management and Corporate Services,,
Vanuatu,2013,aggr,11066476,Ministry of Health,Executive Management and Corporate Services,Ministry Executive,,Ministry Executive,,
Vanuatu,2013,aggr,199021381,Ministry of Health,Executive Management and Corporate Services,Corporate Services,Planning & Administration,Planning & Administration,,
Vanuatu,2013,aggr,199021381,Ministry of Health,Executive Management and Corporate Services,Corporate Services,,Corporate Services,,
Vanuatu,2013,aggr,0,Ministry of Health,Executive Management and Corporate Services,Health Sector Human Resource Development,,Health Sector Human Resource Development,,
Vanuatu,2013,aggr,1352166446,Ministry of Health,Health Services,,,Health Services,,
Vanuatu,2013,aggr,0,Ministry of Health,Health Services,Hospital Services,Director - Curative & Hospital Services,Director - Curative & Hospital Services,,
Vanuatu,2013,aggr,0,Ministry of Health,Health Services,Hospital Services,Doctors Visitations & Hospital Referral of Patients,Doctors Visitations & Hospital Referral of Patients,,
Vanuatu,2013,aggr,12711465,Ministry of Health,Health Services,Hospital Services,Director - Southern Health Care,Director - Southern Health Care,,
Vanuatu,2013,aggr,394165378,Ministry of Health,Health Services,Hospital Services,Vila Central Hospital,Vila Central Hospital,,
Vanuatu,2013,aggr,59422823,Ministry of Health,Health Services,Hospital Services,Lenakel Hospital,Lenakel Hospital,,
Vanuatu,2013,aggr,15381455,Ministry of Health,Health Services,Hospital Services,Director - Northern Health Care,Director - Northern Health Care,,
Vanuatu,2013,aggr,232209855,Ministry of Health,Health Services,Hospital Services,Northern District Hospital,Northern District Hospital,,
Vanuatu,2013,aggr,9075184,Ministry of Health,Health Services,Hospital Services,Torba Hospital,Torba Hospital,,
Vanuatu,2013,aggr,57474446,Ministry of Health,Health Services,Hospital Services,Norsup Hospital,Norsup Hospital,,
Vanuatu,2013,aggr,34691285,Ministry of Health,Health Services,Hospital Services,Lolowai Hospital,Lolowai Hospital,,
Vanuatu,2013,aggr,0,Ministry of Health,Health Services,Hospital Services,Community Health Sanma Province,Community Health Sanma Province,,
Vanuatu,2013,aggr,815131891,Ministry of Health,Health Services,Hospital Services,,Hospital Services,,
Vanuatu,2013,aggr,0,Ministry of Health,Health Services,Hospital Services,Community Health Shefa Province,Community Health Shefa Province,,
Vanuatu,2013,aggr,38304612,Ministry of Health,Health Services,Community Health Services,Community Health Tafea Province,Community Health Tafea Province,,
Vanuatu,2013,aggr,0,Ministry of Health,Health Services,Hospital Services,Community Health Torba Province,Community Health Torba Province,,
Vanuatu,2013,aggr,53970296,Ministry of Health,Health Services,Community Health Services,Community Health Penama Province,Community Health Penama Province,,
Vanuatu,2013,aggr,0,Ministry of Health,Executive Management and Corporate Services,Corporate Services,Community Health Malampa Province,Community Health Malampa Province,,
Vanuatu,2013,aggr,308541447,Ministry of Health,Health Services,Community Health Services,,Community Health Services,,
Vanuatu,2013,aggr,0,Ministry of Health,Executive Management and Corporate Services,Corporate Services,Director of Public Health,Director of Public Health,,
Vanuatu,2013,aggr,0,Ministry of Health,Health Services,Public Health Services,Health Promotion,Health Promotion,,
Vanuatu,2013,aggr,0,Ministry of Health,Health Services,Public Health Services,Malaria & Other Vector-Borne Diseases,Malaria & Other Vector-Borne Diseases,,
Vanuatu,2013,aggr,0,Ministry of Health,Health Services,Public Health Services,Nutrition,Nutrition,,
Vanuatu,2013,aggr,0,Ministry of Health,Health Services,Public Health Services,NCD & Mental Health,NCD & Mental Health,,
Vanuatu,2013,aggr,0,Ministry of Health,Health Services,Public Health Services,IMCI,IMCI,,
Vanuatu,2013,aggr,0,Ministry of Health,Health Services,Public Health Services,EPI,EPI,,
Vanuatu,2013,aggr,0,Ministry of Health,Health Services,Public Health Services,TB/Leprosy,TB/Leprosy,,
Vanuatu,2013,aggr,0,Ministry of Health,Health Services,Public Health Services,Reproductive Health & Family Planning,Reproductive Health & Family Planning,,
Vanuatu,2013,aggr,0,Ministry of Health,Health Services,Public Health Services,STI & HIV/AIDS,STI & HIV/AIDS,,
Vanuatu,2013,aggr,0,Ministry of Health,Health Services,Public Health Services,Environmental Health,Environmental Health,,
Vanuatu,2013,aggr,0,Ministry of Health,Health Services,Public Health Services,Neglected Tropical Diseases,Neglected Tropical Diseases,,
Vanuatu,2013,aggr,0,Ministry of Health,Health Services,Public Health Services,Disease Surveillance & Response,Disease Surveillance & Response,,
Vanuatu,2013,aggr,54993108,Ministry of Health,Health Services,Public Health Services,,Public Health Services,,
Vanuatu,2013,aggr,0,Ministry of Health,Health Services,Medical Supplies Stock,Management of Medical Supplies,Management of Medical Supplies,,
Vanuatu,2013,aggr,173500000,Ministry of Health,Health Services,Medical Supplies Stock,Purchase of Drugs,Purchase of Drugs,,
Vanuatu,2013,aggr,173500000,Ministry of Health,Health Services,Medical Supplies Stock,,Medical Supplies Stock,,
Vanuatu,2013,aggr,445358749,Ministry of Agriculture Livestock Forestry Fisheries and Biosecurity,,,,Ministry of Agriculture Livestock Forestry Fisheries and Biosecurity,,
Vanuatu,2013,aggr,47135767,Ministry of Agriculture Livestock Forestry Fisheries and Biosecurity,Cabinet Support,,,Cabinet Support,,
Vanuatu,2013,aggr,10795912,Ministry of Agriculture Livestock Forestry Fisheries and Biosecurity,Executive Management and Corporate Services,,,Executive Management and Corporate Services,,
Vanuatu,2013,aggr,10795912,Ministry of Agriculture Livestock Forestry Fisheries and Biosecurity,Executive Management and Corporate Services,Office of the Director General,,Office of the Director General,,
Vanuatu,2013,aggr,0,Ministry of Agriculture Livestock Forestry Fisheries and Biosecurity,Executive Management and Corporate Services,Corporate Services,Livestock Production,Livestock Production,,
Vanuatu,2013,aggr,0,Ministry of Agriculture Livestock Forestry Fisheries and Biosecurity,Executive Management and Corporate Services,Corporate Services,Livestock Production North,Livestock Production North,,
Vanuatu,2013,aggr,0,Ministry of Agriculture Livestock Forestry Fisheries and Biosecurity,Executive Management and Corporate Services,Corporate Services,,Corporate Services,,
Vanuatu,2013,aggr,111050517,Ministry of Agriculture Livestock Forestry Fisheries and Biosecurity,Agricultural and Rural Development,,,Agricultural and Rural Development,,
Vanuatu,2013,aggr,48288241,Ministry of Agriculture Livestock Forestry Fisheries and Biosecurity,Agricultural and Rural Development,Commodities,Commodities,Commodities,,
Vanuatu,2013,aggr,48288241,Ministry of Agriculture Livestock Forestry Fisheries and Biosecurity,Agricultural and Rural Development,Commodities,,Commodities,,
Vanuatu,2013,aggr,13742945,Ministry of Agriculture Livestock Forestry Fisheries and Biosecurity,Agricultural and Rural Development,Food Production,Food Production,Food Production,,
Vanuatu,2013,aggr,13742945,Ministry of Agriculture Livestock Forestry Fisheries and Biosecurity,Agricultural and Rural Development,Food Production,,Food Production,,
Vanuatu,2013,aggr,0,Ministry of Agriculture Livestock Forestry Fisheries and Biosecurity,Agricultural and Rural Development,Food Production,Technical,Technical,,
Vanuatu,2013,aggr,0,Ministry of Agriculture Livestock Forestry Fisheries and Biosecurity,Agricultural and Rural Development,Information,,Information,,
Vanuatu,2013,aggr,41802986,Ministry of Agriculture Livestock Forestry Fisheries and Biosecurity,Agricultural and Rural Development,Policy and Administration,Policy and Administration,Policy and Administration,,
Vanuatu,2013,aggr,2121588,Ministry of Agriculture Livestock Forestry Fisheries and Biosecurity,Agricultural and Rural Development,Policy and Administration,Agribusiness Support,Agribusiness Support,,
Vanuatu,2013,aggr,49019331,Ministry of Agriculture Livestock Forestry Fisheries and Biosecurity,Agricultural and Rural Development,Policy and Administration,,Policy and Administration,,
Vanuatu,2013,aggr,87651259,Ministry of Agriculture Livestock Forestry Fisheries and Biosecurity,Vanuatu Quarantine and Inspection Service,,,Vanuatu Quarantine and Inspection Service,,
Vanuatu,2013,aggr,19838932,Ministry of Agriculture Livestock Forestry Fisheries and Biosecurity,Vanuatu Quarantine and Inspection Service,Biosecurity Administration,,Biosecurity Administration,,
Vanuatu,2013,aggr,25000000,Ministry of Agriculture Livestock Forestry Fisheries and Biosecurity,Vanuatu Quarantine and Inspection Service,Veterinary Contract,,Veterinary Contract,,
Vanuatu,2013,aggr,22186617,Ministry of Agriculture Livestock Forestry Fisheries and Biosecurity,Vanuatu Quarantine and Inspection Service,Biosecurity Operations South,,Biosecurity Operations South,,
Vanuatu,2013,aggr,13569868,Ministry of Agriculture Livestock Forestry Fisheries and Biosecurity,Vanuatu Quarantine and Inspection Service,Biosecurity Operations North,,Biosecurity Operations North,,
Vanuatu,2013,aggr,0,Ministry of Agriculture Livestock Forestry Fisheries and Biosecurity,Vanuatu Quarantine and Inspection Service,Livestock Production,Livestock Division,Livestock Division,,
Vanuatu,2013,aggr,0,Ministry of Agriculture Livestock Forestry Fisheries and Biosecurity,Vanuatu Quarantine and Inspection Service,Livestock Production,Livestock Production North,Livestock Production North,,
Vanuatu,2013,aggr,0,Ministry of Agriculture Livestock Forestry Fisheries and Biosecurity,Vanuatu Quarantine and Inspection Service,Livestock Production,,Livestock Production,,
Vanuatu,2013,aggr,7055842,Ministry of Agriculture Livestock Forestry Fisheries and Biosecurity,Vanuatu Quarantine and Inspection Service,Plant Health,,Plant Health,,
Vanuatu,2013,aggr,89782207,Ministry of Agriculture Livestock Forestry Fisheries and Biosecurity,Fisheries,,,Fisheries,,
Vanuatu,2013,aggr,0,Ministry of Agriculture Livestock Forestry Fisheries and Biosecurity,Fisheries,Research and Production,,Research and Production,,
Vanuatu,2013,aggr,23802142,Ministry of Agriculture Livestock Forestry Fisheries and Biosecurity,Fisheries,Fisheries Administration,,Fisheries Administration,,
Vanuatu,2013,aggr,13232649,Ministry of Agriculture Livestock Forestry Fisheries and Biosecurity,Fisheries,Fisheries Research and Aquaculture,,Fisheries Research and Aquaculture,,
Vanuatu,2013,aggr,16627752,Ministry of Agriculture Livestock Forestry Fisheries and Biosecurity,Fisheries,Fisheries Compliance and Licensing,,Fisheries Compliance and Licensing,,
Vanuatu,2013,aggr,7111558,Ministry of Agriculture Livestock Forestry Fisheries and Biosecurity,Fisheries,Fisheries Development and Capture,Provincial Fisheries Centre - SHEFA,Provincial Fisheries Centre - SHEFA,,
Vanuatu,2013,aggr,1814587,Ministry of Agriculture Livestock Forestry Fisheries and Biosecurity,Fisheries,Fisheries Development and Capture,Provincial Fisheries Centre - SANMA,Provincial Fisheries Centre - SANMA,,
Vanuatu,2013,aggr,1942834,Ministry of Agriculture Livestock Forestry Fisheries and Biosecurity,Fisheries,Fisheries Development and Capture,Provincial Fisheries Centre - MALAMPA,Provincial Fisheries Centre - MALAMPA,,
Vanuatu,2013,aggr,2089564,Ministry of Agriculture Livestock Forestry Fisheries and Biosecurity,Fisheries,Fisheries Development and Capture,Provincial Fisheries Centre - TORBA,Provincial Fisheries Centre - TORBA,,
Vanuatu,2013,aggr,1870696,Ministry of Agriculture Livestock Forestry Fisheries and Biosecurity,Fisheries,Fisheries Development and Capture,Provincial Fisheries Centre - PENAMA,Provincial Fisheries Centre - PENAMA,,
Vanuatu,2013,aggr,5686656,Ministry of Agriculture Livestock Forestry Fisheries and Biosecurity,Fisheries,Fisheries Development and Capture,Provincial Fisheries Centre - TAFEA,Provincial Fisheries Centre - TAFEA,,
Vanuatu,2013,aggr,4863606,Ministry of Agriculture Livestock Forestry Fisheries and Biosecurity,Fisheries,Fisheries Development and Capture,Fisheries Boat Yard,Fisheries Boat Yard,,
Vanuatu,2013,aggr,25379501,Ministry of Agriculture Livestock Forestry Fisheries and Biosecurity,Fisheries,Fisheries Development and Capture,,Fisheries Development and Capture,,
Vanuatu,2013,aggr,7557831,Ministry of Agriculture Livestock Forestry Fisheries and Biosecurity,Fisheries,Fisheries Policy and Management,,Fisheries Policy and Management,,
Vanuatu,2013,aggr,3182332,Ministry of Agriculture Livestock Forestry Fisheries and Biosecurity,Fisheries,Seafood Verification,,Seafood Verification,,
Vanuatu,2013,aggr,57490995,Ministry of Agriculture Livestock Forestry Fisheries and Biosecurity,Forestry,,,Forestry,,
Vanuatu,2013,aggr,32236292,Ministry of Agriculture Livestock Forestry Fisheries and Biosecurity,Forestry,Forestry,Sustainability,Sustainability,,
Vanuatu,2013,aggr,5213516,Ministry of Agriculture Livestock Forestry Fisheries and Biosecurity,Forestry,Forestry,Value Adding and Processing,Value Adding and Processing,,
Vanuatu,2013,aggr,9634096,Ministry of Agriculture Livestock Forestry Fisheries and Biosecurity,Forestry,Forestry,Research,Research,,
Vanuatu,2013,aggr,10407091,Ministry of Agriculture Livestock Forestry Fisheries and Biosecurity,Forestry,Forestry,Policy & Planning,Policy & Planning,,
Vanuatu,2013,aggr,57490995,Ministry of Agriculture Livestock Forestry Fisheries and Biosecurity,Forestry,Forestry,,Forestry,,
Vanuatu,2013,aggr,41452092,Ministry of Agriculture Livestock Forestry Fisheries and Biosecurity,Livestock,,,Livestock,,
Vanuatu,2013,aggr,0,Ministry of Agriculture Livestock Forestry Fisheries and Biosecurity,Livestock,Livestock Production Malampa,,Livestock Production Malampa,,
Vanuatu,2013,aggr,0,Ministry of Agriculture Livestock Forestry Fisheries and Biosecurity,Livestock,Livestock Production Tafea,,Livestock Production Tafea,,
Vanuatu,2013,aggr,0,Ministry of Agriculture Livestock Forestry Fisheries and Biosecurity,Livestock,Livestock Production Torba,,Livestock Production Torba,,
Vanuatu,2013,aggr,0,Ministry of Agriculture Livestock Forestry Fisheries and Biosecurity,Livestock,Livestock Production Sanma,,Livestock Production Sanma,,
Vanuatu,2013,aggr,0,Ministry of Agriculture Livestock Forestry Fisheries and Biosecurity,Livestock,Livestock Production Penama,,Livestock Production Penama,,
Vanuatu,2013,aggr,0,Ministry of Agriculture Livestock Forestry Fisheries and Biosecurity,Livestock,Livestock Production Shefa,,Livestock Production Shefa,,
Vanuatu,2013,aggr,242435143,Ministry of Lands Geology and Mines,,,,Ministry of Lands Geology and Mines,,
Vanuatu,2013,aggr,37483871,Ministry of Lands Geology and Mines,Cabinet Support,,,Cabinet Support,,
Vanuatu,2013,aggr,37483871,Ministry of Lands Geology and Mines,Cabinet Support,Portfolio Coordination,Cabinet Operations,Cabinet Operations,,
Vanuatu,2013,aggr,37483871,Ministry of Lands Geology and Mines,Cabinet Support,Portfolio Coordination,,Portfolio Coordination,,
Vanuatu,2013,aggr,91641943,Ministry of Lands Geology and Mines,Executive Management and Corporate Services,,,Executive Management and Corporate Services,,
Vanuatu,2013,aggr,18351943,Ministry of Lands Geology and Mines,Executive Management and Corporate Services,Executive Management,Executive Management,Executive Management,,
Vanuatu,2013,aggr,706667,Ministry of Lands Geology and Mines,Executive Management and Corporate Services,Executive Management,Corporate Services Unit,Corporate Services Unit,,
Vanuatu,2013,aggr,19058610,Ministry of Lands Geology and Mines,Executive Management and Corporate Services,Executive Management,,Executive Management,,
Vanuatu,2013,aggr,54912438,Ministry of Lands Geology and Mines,Executive Management and Corporate Services,Corporate Services,Land Reform Package,Land Reform Package,,
Vanuatu,2013,aggr,2908531,Ministry of Lands Geology and Mines,Executive Management and Corporate Services,Corporate Services,Human Resource Management,Human Resource Management,,
Vanuatu,2013,aggr,4678979,Ministry of Lands Geology and Mines,Executive Management and Corporate Services,Corporate Services,Information Technology,Information Technology,,
Vanuatu,2013,aggr,72583333,Ministry of Lands Geology and Mines,Executive Management and Corporate Services,Corporate Services,,Corporate Services,,
Vanuatu,2013,aggr,350000,Ministry of Lands Geology and Mines,Environment,,,Environment,,
Vanuatu,2013,aggr,350000,Ministry of Lands Geology and Mines,Environment,Environmental management research and extension Services,,Environmental management research and extension Services,,
Vanuatu,2013,aggr,75975212,Ministry of Lands Geology and Mines,Lands Management,,,Lands Management,,
Vanuatu,2013,aggr,23669587,Ministry of Lands Geology and Mines,Lands Management,Land Survey,Land Survey Unit,Land Survey Unit,,
Vanuatu,2013,aggr,23986254,Ministry of Lands Geology and Mines,Lands Management,Land Survey,,Land Survey,,
Vanuatu,2013,aggr,11110564,Ministry of Lands Geology and Mines,Lands Management,Land Use Planning,Urban & Rural Lands Unit,Urban & Rural Lands Unit,,
Vanuatu,2013,aggr,0,Ministry of Lands Geology and Mines,Lands Management,Land Use Planning,Valuer General,Valuer General,,
Vanuatu,2013,aggr,11529453,Ministry of Lands Geology and Mines,Lands Management,Land Use Planning,,Land Use Planning,,
Vanuatu,2013,aggr,8095377,Ministry of Lands Geology and Mines,Lands Management,Lease Management,Santo Office,Santo Office,,
Vanuatu,2013,aggr,1488882,Ministry of Lands Geology and Mines,Lands Management,Lease Management,Enforcement & Compliance,Enforcement & Compliance,,
Vanuatu,2013,aggr,18695789,Ministry of Lands Geology and Mines,Lands Management,Lease Management,Land Records Unit,Land Records Unit,,
Vanuatu,2013,aggr,39529505,Ministry of Lands Geology and Mines,Lands Management,Lease Management,,Lease Management,,
Vanuatu,2013,aggr,930000,Ministry of Lands Geology and Mines,Lands Management,Customary Land Registration,,Customary Land Registration,,
Vanuatu,2013,aggr,687532,Ministry of Lands Geology and Mines,Geology and Mines,,,Geology and Mines,,
Vanuatu,2013,aggr,0,Ministry of Lands Geology and Mines,Executive Management and Corporate Services,Corporate Services,Geology & Mines - Minerals,Geology & Mines - Minerals,,
Vanuatu,2013,aggr,0,Ministry of Lands Geology and Mines,Geology and Mines,Mines and Minerals,,Mines and Minerals,,
Vanuatu,2013,aggr,27670788,Ministry of Lands Geology and Mines,Water Resources,,,Water Resources,,
Vanuatu,2013,aggr,17263913,Ministry of Lands Geology and Mines,Water Resources,Rural Water Supply,Geology & Mines - Rural Water Supply,Geology & Mines - Rural Water Supply,,
Vanuatu,2013,aggr,17569468,Ministry of Lands Geology and Mines,Water Resources,Rural Water Supply,,Rural Water Supply,,
Vanuatu,2013,aggr,9812395,Ministry of Lands Geology and Mines,Water Resources,Water Resource Management,Geology & Mines - Water Resources,Geology & Mines - Water Resources,,
Vanuatu,2013,aggr,10101320,Ministry of Lands Geology and Mines,Water Resources,Water Resource Management,,Water Resource Management,,
Vanuatu,2013,aggr,8183575,Ministry of Lands Geology and Mines,Land Valuation Services,,,Land Valuation Services,,
Vanuatu,2013,aggr,8183575,Ministry of Lands Geology and Mines,Land Valuation Services,Valuer General's Office,,Valuer General's Office,,
Vanuatu,2013,aggr,1267850271,Ministry of Infrastructure and Public Utilities,,,,Ministry of Infrastructure and Public Utilities,,
Vanuatu,2013,aggr,51131946,Ministry of Infrastructure and Public Utilities,Ministerial  Cabinet Support,,,Ministerial  Cabinet Support,,
Vanuatu,2013,aggr,90899333,Ministry of Infrastructure and Public Utilities,Executive Management and Corporate Services,,,Executive Management and Corporate Services,,
Vanuatu,2013,aggr,50646614,Ministry of Infrastructure and Public Utilities,Civil Aviation Authority,,,Civil Aviation Authority,,
Vanuatu,2013,aggr,154922184,Ministry of Infrastructure and Public Utilities,Shipping Services,,,Shipping Services,,
Vanuatu,2013,aggr,130422184,Ministry of Infrastructure and Public Utilities,Shipping Services,Ports Administration,Ports & Marine,Ports & Marine,,
Vanuatu,2013,aggr,10000000,Ministry of Infrastructure and Public Utilities,Shipping Services,Ports Administration,Government Contribution for Projects,Government Contribution for Projects,,
Vanuatu,2013,aggr,14500000,Ministry of Infrastructure and Public Utilities,Shipping Services,Ports Administration,Tug boat Maintenance,Tug boat Maintenance,,
Vanuatu,2013,aggr,154922184,Ministry of Infrastructure and Public Utilities,Shipping Services,Ports Administration,,Ports Administration,,
Vanuatu,2013,aggr,920250194,Ministry of Infrastructure and Public Utilities,Public Works,,,Public Works,,
Vanuatu,2013,aggr,123839209,Ministry of Infrastructure and Public Utilities,Public Works,Development and Maintenance of Government Infrastructure,Head Office,Head Office,,
Vanuatu,2013,aggr,0,Ministry of Infrastructure and Public Utilities,Public Works,Development and Maintenance of Government Infrastructure,Project Management Unit,Project Management Unit,,
Vanuatu,2013,aggr,44743945,Ministry of Infrastructure and Public Utilities,Public Works,Development and Maintenance of Government Infrastructure,Shefa Division,Shefa Division,,
Vanuatu,2013,aggr,61619997,Ministry of Infrastructure and Public Utilities,Public Works,Development and Maintenance of Government Infrastructure,Sanma Division,Sanma Division,,
Vanuatu,2013,aggr,35606708,Ministry of Infrastructure and Public Utilities,Public Works,Development and Maintenance of Government Infrastructure,Malampa Division,Malampa Division,,
Vanuatu,2013,aggr,34139326,Ministry of Infrastructure and Public Utilities,Public Works,Development and Maintenance of Government Infrastructure,Tafea Division,Tafea Division,,
Vanuatu,2013,aggr,40274464,Ministry of Infrastructure and Public Utilities,Public Works,Development and Maintenance of Government Infrastructure,Penama Division,Penama Division,,
Vanuatu,2013,aggr,12070954,Ministry of Infrastructure and Public Utilities,Public Works,Development and Maintenance of Government Infrastructure,Torba Division,Torba Division,,
Vanuatu,2013,aggr,59100000,Ministry of Infrastructure and Public Utilities,Public Works,Development and Maintenance of Government Infrastructure,Outer Island Airports Maintenance,Outer Island Airports Maintenance,,
Vanuatu,2013,aggr,0,Ministry of Infrastructure and Public Utilities,Public Works,Development and Maintenance of Government Infrastructure,Provincial Water Supply,Provincial Water Supply,,
Vanuatu,2013,aggr,411394603,Ministry of Infrastructure and Public Utilities,Public Works,Development and Maintenance of Government Infrastructure,,Development and Maintenance of Government Infrastructure,,
Vanuatu,2013,aggr,0,Ministry of Infrastructure and Public Utilities,Public Works,Development and Maintenance of Government Infrastructure,MCA Maintenance,MCA Maintenance,,
Vanuatu,2013,aggr,508855591,Ministry of Infrastructure and Public Utilities,Public Works,Government Contributions to Projects,,Government Contributions to Projects,,
Vanuatu,2013,aggr,365224820,Ministry of Foreign Affairs and External Trade,,,,Ministry of Foreign Affairs and External Trade,,
Vanuatu,2013,aggr,54613974,Ministry of Foreign Affairs and External Trade,Cabinet Support,,,Cabinet Support,,
Vanuatu,2013,aggr,37082938,Ministry of Foreign Affairs and External Trade,Cabinet Support,Portfolio Coordination,Cabinet Operations,Cabinet Operations,,
Vanuatu,2013,aggr,17531036,Ministry of Foreign Affairs and External Trade,Cabinet Support,Portfolio Coordination,Office of the DG,Office of the DG,,
Vanuatu,2013,aggr,54613974,Ministry of Foreign Affairs and External Trade,Cabinet Support,Portfolio Coordination,,Portfolio Coordination,,
Vanuatu,2013,aggr,285650887,Ministry of Foreign Affairs and External Trade,Dept of Foreign Affairs,,,Dept of Foreign Affairs,,
Vanuatu,2013,aggr,36481237,Ministry of Foreign Affairs and External Trade,Dept of Foreign Affairs,Permanent Mission to the United States,,Permanent Mission to the United States,,
Vanuatu,2013,aggr,11901227,Ministry of Foreign Affairs and External Trade,Dept of Foreign Affairs,Consul Noumea,,Consul Noumea,,
Vanuatu,2013,aggr,37610765,Ministry of Foreign Affairs and External Trade,Dept of Foreign Affairs,Embassy Brussels,,Embassy Brussels,,
Vanuatu,2013,aggr,23733568,Ministry of Foreign Affairs and External Trade,Dept of Foreign Affairs,Embassy Beijing,,Embassy Beijing,,
Vanuatu,2013,aggr,8715314,Ministry of Foreign Affairs and External Trade,Dept of Foreign Affairs,Consulate Auckland,,Consulate Auckland,,
Vanuatu,2013,aggr,12237653,Ministry of Foreign Affairs and External Trade,Dept of Foreign Affairs,High Commission Suva,,High Commission Suva,,
Vanuatu,2013,aggr,26934183,Ministry of Foreign Affairs and External Trade,Dept of Foreign Affairs,Canberra Mission,,Canberra Mission,,
Vanuatu,2013,aggr,4221370,Ministry of Foreign Affairs and External Trade,Dept of Foreign Affairs,Honorary Consuls,,Honorary Consuls,,
Vanuatu,2013,aggr,494613,Ministry of Foreign Affairs and External Trade,Dept of Foreign Affairs,Protocol & Consular,,Protocol & Consular,,
Vanuatu,2013,aggr,30000000,Ministry of Foreign Affairs and External Trade,Dept of Foreign Affairs,International Organisations,,International Organisations,,
Vanuatu,2013,aggr,48320957,Ministry of Foreign Affairs and External Trade,Dept of Foreign Affairs,Corporate Services,,Corporate Services,,
Vanuatu,2013,aggr,45000000,Ministry of Foreign Affairs and External Trade,Dept of Foreign Affairs,Grant to MSG,,Grant to MSG,,
Vanuatu,2013,aggr,0,Ministry of Foreign Affairs and External Trade,External Trade Negotiation and Development,,,External Trade Negotiation and Development,,
Vanuatu,2013,aggr,24959959,Ministry of Foreign Affairs and External Trade,Trade Development and Facilitation,,,Trade Development and Facilitation,,
Vanuatu,2013,aggr,12885608,Ministry of Foreign Affairs and External Trade,Trade Development and Facilitation,Industry and Commerce,,Industry and Commerce,,
Vanuatu,2013,aggr,12074351,Ministry of Foreign Affairs and External Trade,Trade Development and Facilitation,External Trade Policy and Administration,,External Trade Policy and Administration,,
Vanuatu,2013,aggr,12017483,Ministry of Cooperatives and Ni-Vanuatu Business Development Services,,,,Ministry of Cooperatives and Ni-Vanuatu Business Development Services,,
