Country,Year,Type,Value,Sector,Dept,Programme,subprogramme,Name,Notes,Change,
Papua New Guinea,2013,aggr,17277000.0,Education,515,,,University of Environment & Natural Resources,,-0.3,
Papua New Guinea,2013,aggr,15164000.0,Social,516,,,Papua New Guinea Sports Foundation,,,
Papua New Guinea,2012,aggr,189917000.0,Social,516,,,Papua New Guinea Sports Foundation,,,
Papua New Guinea,2014,aggr,20164000.0,Social,516,,,Papua New Guinea Sports Foundation,,,
Papua New Guinea,2013,aggr,4440000.0,Law & Order,517,,,National Narcotics Bureau,,,
Papua New Guinea,2012,aggr,7412000.0,Law & Order,517,,,National Narcotics Bureau,,,
Papua New Guinea,2014,aggr,4440000.0,Law & Order,517,,,National Narcotics Bureau,,,
Papua New Guinea,2013,aggr,3253000.0,Social,518,,,PNG Maritime College,,,
Papua New Guinea,2012,aggr,3179000.0,Social,518,,,PNG Maritime College,,,
Papua New Guinea,2014,aggr,3253000.0,Social,518,,,PNG Maritime College,,,
Papua New Guinea,2012,aggr,15890000.0, Health ,519,,,National AIDS Council Secretariat,,,
Papua New Guinea,2014,aggr,27281000.0, Health ,519,,,National AIDS Council Secretariat,,0.1,
Papua New Guinea,2013,aggr,25503000.0, Health ,519,,,National AIDS Council Secretariat,,0.6,
Papua New Guinea,2012,aggr,15746000.0, Health ,520,,,Institute of Medical Research,,,
Papua New Guinea,2014,aggr,11702000.0, Health ,520,,,Institute of Medical Research,,0.1,
Papua New Guinea,2013,aggr,10702000.0, Health ,520,,,Institute of Medical Research,,-0.3,
Papua New Guinea,2013,aggr,4386000.0,Social,521,,,National Youth Commission,,,
Papua New Guinea,2012,aggr,11497000.0,Social,521,,,National Youth Commission,,,
Papua New Guinea,2014,aggr,9286000.0,Social,521,,,National Youth Commission,,,
Papua New Guinea,2013,aggr,13007000.0,Law & Order,522,,,Constitutional and Law Reform Commission,,,
Papua New Guinea,2012,aggr,4261000.0,Law & Order,522,,,Constitutional and Law Reform Commission,,,
Papua New Guinea,2014,aggr,4007000.0,Law & Order,522,,,Constitutional and Law Reform Commission,,,
Papua New Guinea,2012,aggr,5768000.0,Administration,523,,,Papua New Guinea Accidents Investigation Commission,,,
Papua New Guinea,2014,aggr,5566000.0,Administration,523,,,Papua New Guinea Accidents Investigation Commission,,-0.3,
Papua New Guinea,2013,aggr,7966000.0,Administration,523,,,Papua New Guinea Accidents Investigation Commission,,0.4,
Papua New Guinea,2013,aggr,220247000.0,Infrastructure,524,,,Independent Public Business Corporation,,,
Papua New Guinea,2012,aggr,15217000.0,Infrastructure,524,,,Independent Public Business Corporation,,,
Papua New Guinea,2014,aggr,514489000.0,Infrastructure,524,,,Independent Public Business Corporation,,,
Papua New Guinea,2013,aggr,37170000.0,Infrastructure,525,,,National Broadcasting Commission,,,
Papua New Guinea,2012,aggr,36100000.0,Infrastructure,525,,,National Broadcasting Commission,,,
Papua New Guinea,2014,aggr,36889000.0,Infrastructure,525,,,National Broadcasting Commission,,,
Papua New Guinea,2013,aggr,1704000.0,Infrastructure,526,,,National Maritime Safety Authority,,,
Papua New Guinea,2012,aggr,6704000.0,Infrastructure,526,,,National Maritime Safety Authority,,,
Papua New Guinea,2014,aggr,13575000.0,Infrastructure,526,,,National Maritime Safety Authority,,,
Papua New Guinea,2012,aggr,5279000.0,Economic/Agriculture,530,,,Investment Promotion Authority,,,
Papua New Guinea,2014,aggr,2852000.0,Economic/Agriculture,530,,,Investment Promotion Authority,,,
Papua New Guinea,2013,aggr,2852000.0,Economic/Agriculture,530,,,Investment Promotion Authority,,,
Papua New Guinea,2012,aggr,8975000.0,Economic/Agriculture,531,,,Small Business Development Corporation,,,
Papua New Guinea,2014,aggr,6402000.0,Economic/Agriculture,531,,,Small Business Development Corporation,,,
Papua New Guinea,2013,aggr,7802000.0,Economic/Agriculture,531,,,Small Business Development Corporation,,,
Papua New Guinea,2012,aggr,5362000.0,Economic/Agriculture,532,,,National Institute of Standards & Industrial Technology,,,
Papua New Guinea,2014,aggr,3308000.0,Economic/Agriculture,532,,,National Institute of Standards & Industrial Technology,,,
Papua New Guinea,2013,aggr,3308000.0,Economic/Agriculture,532,,,National Institute of Standards & Industrial Technology,,,
Papua New Guinea,2012,aggr,2239000.0,Economic/Agriculture,533,,,Industrial Centres Development Corporation,,,
Papua New Guinea,2014,aggr,2346000.0,Economic/Agriculture,533,,,Industrial Centres Development Corporation,,,
Papua New Guinea,2013,aggr,2346000.0,Economic/Agriculture,533,,,Industrial Centres Development Corporation,,,
Papua New Guinea,2012,aggr,25333000.0,Economic/Agriculture,535,,,Mineral Resources Authority,,,
Papua New Guinea,2014,aggr,5876000.0,Economic/Agriculture,535,,,Mineral Resources Authority,,,
Papua New Guinea,2013,aggr,30417000.0,Economic/Agriculture,535,,,Mineral Resources Authority,,,
Papua New Guinea,2012,aggr,1040000.0,Economic/Agriculture,536,,,Kokonas Indasty Kopration,,,
Papua New Guinea,2014,aggr,13079000.0,Economic/Agriculture,536,,,Kokonas Indasty Kopration,,,
Papua New Guinea,2013,aggr,8114000.0,Economic/Agriculture,536,,,Kokonas Indasty Kopration,,,
Papua New Guinea,2013,aggr,199457000.0,Infrastructure,537,,,National Airports Corporation,,,
Papua New Guinea,2012,aggr,15000000.0,Infrastructure,537,,,National Airports Corporation,,,
Papua New Guinea,2014,aggr,149692000.0,Infrastructure,537,,,National Airports Corporation,,,
Papua New Guinea,2013,aggr,14300000.0,Infrastructure,538,,,Papua New Guinea Air Services Limited,,,
Papua New Guinea,2012,aggr,5000000.0,Infrastructure,538,,,Papua New Guinea Air Services Limited,,,
Papua New Guinea,2014,aggr,16338000.0,Infrastructure,538,,,Papua New Guinea Air Services Limited,,,
Papua New Guinea,2013,aggr,29708000.0,Social,539,,,National Museum and Art Gallary,,,
Papua New Guinea,2012,aggr,12896000.0,Social,539,,,National Museum and Art Gallary,,,
Papua New Guinea,2014,aggr,35008000.0,Social,539,,,National Museum and Art Gallary,,,
Papua New Guinea,2013,aggr,245000.0,Infrastructure,541,,,National Housing Corporation,,,
Papua New Guinea,2012,aggr,245000.0,Infrastructure,541,,,National Housing Corporation,,,
Papua New Guinea,2014,aggr,245000.0,Infrastructure,541,,,National Housing Corporation,,,
Papua New Guinea,2013,aggr,5644000.0,Social,542,,,National Cultural Commission,,,
Papua New Guinea,2012,aggr,9704000.0,Social,542,,,National Cultural Commission,,,
Papua New Guinea,2014,aggr,5174000.0,Social,542,,,National Cultural Commission,,,
Papua New Guinea,2012,aggr,80000000.0,Economic/Agriculture,543,,,National Development Bank,,,
Papua New Guinea,2014,aggr,85000000.0,Economic/Agriculture,543,,,National Development Bank,,,
Papua New Guinea,2013,aggr,0.0,Economic/Agriculture,543,,,National Development Bank,,,
Papua New Guinea,2013,aggr,50467000.0,Infrastructure,546,,,PNG Power Limited,,,
Papua New Guinea,2012,aggr,3000000.0,Infrastructure,546,,,PNG Power Limited,,,
Papua New Guinea,2014,aggr,125296000.0,Infrastructure,546,,,PNG Power Limited,,,
Papua New Guinea,2012,aggr,2393000.0,Economic/Agriculture,549,,,Office of Coastal Fisheries Development Agency,,,
Papua New Guinea,2014,aggr,42446000.0,Economic/Agriculture,549,,,Office of Coastal Fisheries Development Agency,,,
Papua New Guinea,2013,aggr,17546000.0,Economic/Agriculture,549,,,Office of Coastal Fisheries Development Agency,,,
Papua New Guinea,2012,aggr,12315000.0,Economic/Agriculture,550,,,Cocoa Coconut Institute Ltd,,,
Papua New Guinea,2014,aggr,16550000.0,Economic/Agriculture,550,,,Cocoa Coconut Institute Ltd,,,
Papua New Guinea,2013,aggr,9650000.0,Economic/Agriculture,550,,,Cocoa Coconut Institute Ltd,,,
Papua New Guinea,2012,aggr,8000000.0,Economic/Agriculture,551,,,Fisheries Project,,,
Papua New Guinea,2014,aggr,4000000.0,Economic/Agriculture,551,,,Fisheries Project,,,
Papua New Guinea,2013,aggr,0.0,Economic/Agriculture,551,,,Fisheries Project,,,
Papua New Guinea,2012,aggr,10086000.0,Economic/Agriculture,553,,,Fresh Produce Development Corporation,,,
Papua New Guinea,2014,aggr,11533000.0,Economic/Agriculture,553,,,Fresh Produce Development Corporation,,,
Papua New Guinea,2013,aggr,5823000.0,Economic/Agriculture,553,,,Fresh Produce Development Corporation,,,
Papua New Guinea,2012,aggr,9184000.0,Economic/Agriculture,554,,,PNG Coffee Industry Corporation,,,
Papua New Guinea,2014,aggr,32423000.0,Economic/Agriculture,554,,,PNG Coffee Industry Corporation,,,
Papua New Guinea,2013,aggr,7223000.0,Economic/Agriculture,554,,,PNG Coffee Industry Corporation,,,
Papua New Guinea,2012,aggr,49075000.0,Economic/Agriculture,557,,,PNG National Forest Authority,,,
Papua New Guinea,2014,aggr,31827000.0,Economic/Agriculture,557,,,PNG National Forest Authority,,,
Papua New Guinea,2013,aggr,70046000.0,Economic/Agriculture,557,,,PNG National Forest Authority,,,
Papua New Guinea,2012,aggr,10710000.0,Economic/Agriculture,558,,,Tourism Promotion Authority,,,
Papua New Guinea,2014,aggr,13710000.0,Economic/Agriculture,558,,,Tourism Promotion Authority,,,
Papua New Guinea,2013,aggr,10710000.0,Economic/Agriculture,558,,,Tourism Promotion Authority,,,
Papua New Guinea,2012,aggr,18695000.0,Economic/Agriculture,559,,,PNG Oil Palm Industry Corporation,,,
Papua New Guinea,2014,aggr,10168000.0,Economic/Agriculture,559,,,PNG Oil Palm Industry Corporation,,,
Papua New Guinea,2013,aggr,10600000.0,Economic/Agriculture,559,,,PNG Oil Palm Industry Corporation,,,
Papua New Guinea,2012,aggr,11392000.0,Economic/Agriculture,562,,,National Agriculture Research Institute,,,
Papua New Guinea,2014,aggr,16747000.0,Economic/Agriculture,562,,,National Agriculture Research Institute,,,
Papua New Guinea,2013,aggr,15661000.0,Economic/Agriculture,562,,,National Agriculture Research Institute,,,
Papua New Guinea,2012,aggr,7130000.0,Economic/Agriculture,563,,,National Agriculture Quarantine & Inspection Authority,,,
Papua New Guinea,2014,aggr,7241000.0,Economic/Agriculture,563,,,National Agriculture Quarantine & Inspection Authority,,,
Papua New Guinea,2013,aggr,5741000.0,Economic/Agriculture,563,,,National Agriculture Quarantine & Inspection Authority,,,
Papua New Guinea,2013,aggr,11112000.0,Infrastructure,565,,,Civil Aviation Authority,,,
Papua New Guinea,2012,aggr,10519000.0,Infrastructure,565,,,Civil Aviation Authority,,,
Papua New Guinea,2014,aggr,11112000.0,Infrastructure,565,,,Civil Aviation Authority,,,
Papua New Guinea,2012,aggr,1000000.0,Economic/Agriculture,566,,,PNG Cocoa Board,,,
Papua New Guinea,2014,aggr,16800000.0,Economic/Agriculture,566,,,PNG Cocoa Board,,,
Papua New Guinea,2013,aggr,0.0,Economic/Agriculture,566,,,PNG Cocoa Board,,,
Papua New Guinea,2012,aggr,6000000.0,Economic/Agriculture,568,,,Livestock Development Corporation,,,
Papua New Guinea,2014,aggr,8000000.0,Economic/Agriculture,568,,,Livestock Development Corporation,,,
Papua New Guinea,2013,aggr,5000000.0,Economic/Agriculture,568,,,Livestock Development Corporation,,,
Papua New Guinea,2012,aggr,9904000.0,Economic/Agriculture,569,,,Independent Consumer and Competition Commission,,,
Papua New Guinea,2014,aggr,9631000.0,Economic/Agriculture,569,,,Independent Consumer and Competition Commission,,,
Papua New Guinea,2013,aggr,9729000.0,Economic/Agriculture,569,,,Independent Consumer and Competition Commission,,,
Papua New Guinea,2012,aggr,67479000.0,Provinces,571,,,Fly River Provincial Government,,,
Papua New Guinea,2014,aggr,122881000.0,Provinces,571,,,Fly River Provincial Government,,,
Papua New Guinea,2013,aggr,116835000.0,Provinces,571,,,Fly River Provincial Government,,,
Papua New Guinea,2012,aggr,49434000.0,Provinces,572,,, Gulf Provincial Government,,,
Papua New Guinea,2014,aggr,89462000.0,Provinces,572,,, Gulf Provincial Government,,,
Papua New Guinea,2013,aggr,85328000.0,Provinces,572,,, Gulf Provincial Government,,,
Papua New Guinea,2012,aggr,70024000.0,Provinces,573,,, Central Provincial Government,,,
Papua New Guinea,2014,aggr,146998000.0,Provinces,573,,, Central Provincial Government,,,
Papua New Guinea,2013,aggr,142072000.0,Provinces,573,,, Central Provincial Government,,,
Papua New Guinea,2012,aggr,8101000.0,Provinces,574,,, National Capital District,,,
Papua New Guinea,2014,aggr,62120000.0,Provinces,574,,, National Capital District,,,
Papua New Guinea,2013,aggr,57129000.0,Provinces,574,,, National Capital District,,,
Papua New Guinea,2012,aggr,75765000.0,Provinces,575,,, Milne Bay Provincial Government,,,
Papua New Guinea,2014,aggr,140083000.0,Provinces,575,,, Milne Bay Provincial Government,,,
Papua New Guinea,2013,aggr,136839000.0,Provinces,575,,, Milne Bay Provincial Government,,,
Papua New Guinea,2012,aggr,41541000.0,Provinces,576,,, Oro Provincial Government,,,
Papua New Guinea,2014,aggr,82089000.0,Provinces,576,,, Oro Provincial Government,,,
Papua New Guinea,2013,aggr,81104000.0,Provinces,576,,, Oro Provincial Government,,,
Papua New Guinea,2012,aggr,143735000.0,Provinces,577,,, Southern Highlands Provincial Government,,,
Papua New Guinea,2014,aggr,235614000.0,Provinces,577,,, Southern Highlands Provincial Government,,,
Papua New Guinea,2013,aggr,204466000.0,Provinces,577,,, Southern Highlands Provincial Government,,,
Papua New Guinea,2012,aggr,89156000.0,Provinces,578,,, Enga Provincial Government,,,
Papua New Guinea,2014,aggr,222048000.0,Provinces,578,,, Enga Provincial Government,,,
Papua New Guinea,2013,aggr,161961000.0,Provinces,578,,, Enga Provincial Government,,,
Papua New Guinea,2012,aggr,139105000.0,Provinces,579,,,Western Highlands Provincial Government,,,
Papua New Guinea,2014,aggr,190409000.0,Provinces,579,,,Western Highlands Provincial Government,,,
Papua New Guinea,2013,aggr,201326000.0,Provinces,579,,,Western Highlands Provincial Government,,,
Papua New Guinea,2012,aggr,90457000.0,Provinces,580,,, Simbu Provincial Government,,,
Papua New Guinea,2014,aggr,198421000.0,Provinces,580,,, Simbu Provincial Government,,,
Papua New Guinea,2013,aggr,188826000.0,Provinces,580,,, Simbu Provincial Government,,,
Papua New Guinea,2012,aggr,97221000.0,Provinces,581,,, Eastern Highlands Provincial Government,,,
Papua New Guinea,2014,aggr,246299000.0,Provinces,581,,, Eastern Highlands Provincial Government,,,
Papua New Guinea,2013,aggr,223524000.0,Provinces,581,,, Eastern Highlands Provincial Government,,,
Papua New Guinea,2012,aggr,135437000.0,Provinces,582,,,Morobe Provincial Government,,,
Papua New Guinea,2014,aggr,268420000.0,Provinces,582,,,Morobe Provincial Government,,,
Papua New Guinea,2013,aggr,263703000.0,Provinces,582,,,Morobe Provincial Government,,,
Papua New Guinea,2012,aggr,105626000.0,Provinces,583,,, Madang Provincial Government,,,
Papua New Guinea,2014,aggr,223091000.0,Provinces,583,,, Madang Provincial Government,,,
Papua New Guinea,2013,aggr,199386000.0,Provinces,583,,, Madang Provincial Government,,,
Papua New Guinea,2012,aggr,104638000.0,Provinces,584,,,East Sepik Provincial Government,,,
Papua New Guinea,2014,aggr,222215000.0,Provinces,584,,,East Sepik Provincial Government,,,
Papua New Guinea,2013,aggr,204441000.0,Provinces,584,,,East Sepik Provincial Government,,,
Papua New Guinea,2012,aggr,64627000.0,Provinces,585,,, Sandaun Provincial Government,,,
Papua New Guinea,2014,aggr,161314000.0,Provinces,585,,, Sandaun Provincial Government,,,
Papua New Guinea,2013,aggr,151217000.0,Provinces,585,,, Sandaun Provincial Government,,,
Papua New Guinea,2012,aggr,34020000.0,Provinces,586,,, Manus Provincial Government,,,
Papua New Guinea,2014,aggr,65209000.0,Provinces,586,,, Manus Provincial Government,,,
Papua New Guinea,2013,aggr,62187000.0,Provinces,586,,, Manus Provincial Government,,,
Papua New Guinea,2012,aggr,67117000.0,Provinces,587,,, New Ireland Provincial Government,,,
Papua New Guinea,2014,aggr,96221000.0,Provinces,587,,, New Ireland Provincial Government,,,
Papua New Guinea,2013,aggr,96269000.0,Provinces,587,,, New Ireland Provincial Government,,,
Papua New Guinea,2012,aggr,82102000.0,Provinces,588,,,East New Britain Provincial Government,,,
Papua New Guinea,2014,aggr,160978000.0,Provinces,588,,,East New Britain Provincial Government,,,
Papua New Guinea,2013,aggr,161241000.0,Provinces,588,,,East New Britain Provincial Government,,,
Papua New Guinea,2012,aggr,66130000.0,Provinces,589,,, West New Britain Provincial Government,,,
Papua New Guinea,2014,aggr,109020000.0,Provinces,589,,, West New Britain Provincial Government,,,
Papua New Guinea,2013,aggr,103944000.0,Provinces,589,,, West New Britain Provincial Government,,,
Papua New Guinea,2012,aggr,179894000.0,Provinces,590,,, Bougainville Autonomous Government,,,
Papua New Guinea,2014,aggr,262505000.0,Provinces,590,,, Bougainville Autonomous Government,,,
Papua New Guinea,2013,aggr,158548000.0,Provinces,590,,, Bougainville Autonomous Government,,,
Papua New Guinea,2012,aggr,7800000.0,Provinces,591,,, Hela Provincial Government,,,
Papua New Guinea,2014,aggr,138923000.0,Provinces,591,,, Hela Provincial Government,,,
Papua New Guinea,2013,aggr,90263000.0,Provinces,591,,, Hela Provincial Government,,,
Papua New Guinea,2012,aggr,0.0,Provinces,592,,,Jiwaka Provincial Government,,,
Papua New Guinea,2014,aggr,123612000.0,Provinces,592,,,Jiwaka Provincial Government,,,
Papua New Guinea,2013,aggr,90735000.0,Provinces,592,,,Jiwaka Provincial Government,,,
Papua New Guinea,2012,aggr,0.0,Administration,,,,Administration ,,,
Papua New Guinea,2014,aggr,2996400000.0,Administration,,,,Administration ,,,
Papua New Guinea,2013,aggr,3199300000.0,Administration,,,,Administration ,,,
Papua New Guinea,2012,aggr,0.0,Economic/Agriculture,,,,Economic/Agriculture,,,
Papua New Guinea,2014,aggr,777900000.0,Economic/Agriculture,,,,Economic/Agriculture,,,
Papua New Guinea,2013,aggr,491700000.0,Economic/Agriculture,,,,Economic/Agriculture,,,
Papua New Guinea,2012,aggr,0.0,Education,,,,Education,,,
Papua New Guinea,2014,aggr,1501700000.0,Education,,,,Education,,0.1,
Papua New Guinea,2013,aggr,1343000000.0,Education,,,,Education,,0.7,
Papua New Guinea,2012,aggr,0.0, Health ,,,,Health,,,
Papua New Guinea,2014,aggr,1382300000.0, Health ,,,,Health,,0.3,
Papua New Guinea,2013,aggr,1089000000.0, Health ,,,,Health,,0.2,
Papua New Guinea,2012,aggr,0.0,Infrastructure,,,,Infrastructure,,,
Papua New Guinea,2014,aggr,2723300000.0,Infrastructure,,,,Infrastructure,,,
Papua New Guinea,2013,aggr,1882000000.0,Infrastructure,,,,Infrastructure,,,
Papua New Guinea,2012,aggr,0.0,Law & Order,,,,Law & Order,,,
Papua New Guinea,2014,aggr,1296000000.0,Law & Order,,,,Law & Order,,,
Papua New Guinea,2013,aggr,1022600000.0,Law & Order,,,,Law & Order,,,
Papua New Guinea,2012,aggr,0.0,Provinces,,,,Provinces,,,
Papua New Guinea,2014,aggr,3638400000.0,Provinces,,,,Provinces,,,
Papua New Guinea,2013,aggr,3462200000.0,Provinces,,,,Provinces,,,
Papua New Guinea,2012,aggr,0.0,Social,,,,Social,,,
Papua New Guinea,2014,aggr,227100000.0,Social,,,,Social,,,
Papua New Guinea,2013,aggr,174800000.0,Social,,,,Social,,,
Papua New Guinea,2012,aggr,8721000000.0,,,,,Total Expenditure and Net Lending,,,
Papua New Guinea,2013,aggr,13857800000.0,,,,,Total Expenditure and Net Lending,,0.2,
Papua New Guinea,2014,aggr,18275400000.0,,,,,Total Expenditure and Net Lending,,0.1,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
